Source IP,Destination IP,Protocol,Source Port,Destination Port,Flow Duration,Timestamp,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,SYN ACK Count,CWE Flag Count,ECE Flag Count,Total Length,Flow Bytes/s,Flow Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,IAT,labels
172.217.25.163,172.30.1.12,6,443,65090,0.0301876068115234,2023-04-30 20:01:03,0,0,0,0,0,0,0,0,0,142,2351.9585518417894,33.126176786504075,71,71,71.0,0.0,0.0301876068115234,0
172.217.25.163,172.30.1.12,6,443,65090,0.0357110500335693,2023-04-30 20:01:03,0,0,0,0,0,0,0,0,0,142,1988.180127250756,28.00253700353177,71,71,71.0,0.0,0.0357110500335693,0
172.217.25.163,172.30.1.12,17,443,56726,0.0347809791564941,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,2556,36744.22143924542,28.75134697906527,1278,1278,1278.0,0.0,0.0347809791564941,0
172.217.25.163,172.30.1.12,6,443,65090,0.0009999275207519,2023-04-30 20:01:03,0,0,0,0,0,0,0,0,0,142,71005.1463996185,1000.072484501669,71,71,71.0,0.0,0.0009999275207519,0
172.30.1.12,172.217.25.163,6,65090,443,0.099952220916748,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,80,400.1912076902893,10.004780192257234,40,40,40.0,0.0,0.099952220916748,2
172.30.1.12,172.217.25.163,17,56726,443,0.0426976680755615,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,134,1569.1723464014697,23.42048278211149,67,67,67.0,0.0,0.0426976680755615,2
172.30.1.12,172.217.25.163,6,65090,443,0.0009472370147705,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,158,83400.45708532595,1055.7019884218475,79,79,79.0,0.0,0.0009472370147705,2
172.217.25.163,172.30.1.12,17,443,56726,0.0254850387573242,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,2506,49166.10141076975,39.23870822886652,1253,1253,1253.0,0.0,0.0254850387573242,0
172.217.25.163,172.30.1.12,6,443,65090,0.0209901332855224,2023-04-30 20:01:04,0,0,0,0,0,0,0,0,0,80,1905.6572655300488,47.64143163825123,40,40,40.0,0.0,0.0209901332855224,0
172.30.1.12,172.217.25.163,17,56726,443,0.0155503749847412,2023-04-30 20:01:04,0,1,0,0,0,0,0,0,0,120,3858.427855204453,64.3071309200742,60,60,60.0,0.0,0.0155503749847412,2
172.217.25.163,172.30.1.12,17,443,56726,0.023508071899414,2023-04-30 20:01:04,0,1,0,0,0,0,0,0,0,1960,41687.808519269776,42.53858012170385,980,980,980.0,0.0,0.023508071899414,0
172.217.25.163,172.30.1.12,17,443,56726,0.0208330154418945,2023-04-30 20:01:04,0,1,0,0,0,0,0,0,0,104,2496.0380865186544,48.00073243305104,52,52,52.0,0.0,0.0208330154418945,0
172.30.1.12,52.114.15.123,6,59094,443,0.1221263408660888,2023-04-30 20:01:07,0,1,0,0,0,0,0,0,0,80,327.5296689995803,8.188241724989506,40,40,40.0,0.0,0.1221263408660888,2
172.30.1.12,239.255.255.250,17,56727,1900,1.0021929740905762,2023-04-30 20:01:07,0,0,0,0,0,0,0,0,0,406,202.5558003778754,0.9978118245215536,203,203,203.0,0.0,1.0021929740905762,0
172.30.1.12,239.255.255.250,17,56727,1900,1.012507438659668,2023-04-30 20:01:09,0,0,0,0,0,0,0,0,0,406,200.49235417838148,0.9876470649181354,203,203,203.0,0.0,1.012507438659668,0
172.30.1.45,239.255.255.250,17,43937,1900,0.3068795204162597,2023-04-30 20:01:10,0,1,0,0,0,0,0,0,0,306,498.5669939540658,3.258607803621345,153,153,153.0,0.0,0.3068795204162597,0
172.30.1.19,224.0.0.251,17,5353,5353,19.30627417564392,2023-04-30 20:01:14,0,1,0,0,0,0,0,0,0,178,4.6099003458823296,0.0517966330998014,89,89,89.0,0.0,19.30627417564392,0
162.159.134.234,172.30.1.12,6,443,64844,3.787647008895874,2023-04-30 20:01:19,0,1,0,0,0,0,0,0,0,298,39.3384071034208,0.2640161550565154,149,149,149.0,0.0,3.787647008895874,0
